ID,video_id,upload_date,video_url
0,lk5o2PK76hs,2010-10-28 21:49:10 +0000,https://www.youtube.com/watch?v=lk5o2PK76hs
1,L-jfb98i8ME,2016-02-28 04:55:45 +0000,https://www.youtube.com/watch?v=L-jfb98i8ME
2,pKTLxG0wGfg,2019-01-29 02:45:00 +0000,https://www.youtube.com/watch?v=pKTLxG0wGfg
3,l6L3fqXxVYs,2021-11-27 04:00:10 +0000,https://www.youtube.com/watch?v=l6L3fqXxVYs
4,x3sTzWCvk5o,2020-05-21 18:39:46 +0000,https://www.youtube.com/watch?v=x3sTzWCvk5o
5,xXtA4QTfKT8,2019-09-08 14:17:19 +0000,https://www.youtube.com/watch?v=xXtA4QTfKT8
6,KfgNROlaIE4,2017-09-22 10:53:41 +0000,https://www.youtube.com/watch?v=KfgNROlaIE4
